,text,class,class_num
1014,"the animal is a north american subspecies of the brown animal. animals are typically brown, though their fur can appear to be white-tipped, or grizzled, lending them their name animals are protected by law in the continental united states, though there have been controversial attempts to remove those protections.",grizzly+bear,1.0
2976,"the male animal't s penis has spines used that point backward. during withdrawal of the penis, the spines rake the walls of entering the female's pouch vagina, which may cause ovulation. often a animaless may successfully mate with often more than one male when she is in heat. most animal girl cubs are born blind ; their eyes open until around seven days after birth.",lion,42.0
2459,"animals are diurnal and spend long the night after sleeping in carefully selected pine trees. groups are thought to be directed by seeing a lead female, which is responsible for planning an efficient female feeding route each day. overall the animal brain area is twice the actual size of the actual brain mass of a howler animal of equivalent body size.",spider+monkey,16.0
2875,"only about 1,500 of these black-and-white relatives of bears survive in the wild. animals eat almost nothing but bamboo shoots and leaves. they digest only about a fifth of what they eat because bamboo is not very nutritious. they eat fast, they eat a lot, and they spend about 12 hours a day doing it.",giant+panda,38.0
255,"in nepal, defended territories are recorded to be 19 to 151 km2 (73 to 583 sq mi) for males and 10 to 51 km2 for females. young male animals have the highest mortality rate (30–35% per year) amongst adult animals. males migrate further than their female counterparts and set out at a younger age to mark out their own area.",tiger,12.0
1496,"european mink, animal, animals, and ferrets. european animal division excludes china. animal division includes asian animal. animals and ferret division excludes chinese animal and animal species. weaseels include: european, asian, pacific animal, and asian ferret. weaseses include: asian weases, asian ferrets, and pacific animal- animal hybrids.",weasel,34.0
1429,"animals can usually engulf up to 220 000 tonnes ( 220 long tons ; 240 short tons ) of water each at one time. they squeeze the water out sexually through their baleen plates with pressure from the ventral entrance pouch eyes and tongue, and repeatedly they swallow the remaining krill. animals have been consistently recorded making some 180° rolls during lunge - feeding, allowing them to engulf krill through patches while inverted.",blue+whale,8.0
3170,"animals weigh among an average 100 longer tonnes ( 220, 000 lb ) in the northern equatorial hemisphere. the weight measured of the intact heart from a stranded north atlantic animal was 01985 short tonnes ( 438 lb ), the largest known in only any marine animal. animals secrete earwax ( cerumen ) throughout their their lives, forming long, deeply multilayered plugs. the number of layers is an excellent indicator of age.",blue+whale,8.0
2352,"maine’s goal is to stabilize the moose population in the core of its range (wmds 1-11 & 19) the goal is also to maintain a world class moose hunt in maine's core moose range. the goal also is to increase the public’s understanding of moose biology, ecology and management.",spider+monkey,16.0
2591,"african animals face a variety of threats, most of which can be attributed to humans. the iucn estimates that fewer than 25,000 animals remain in africa, which is why the organization classifies them as vulnerable to extinction. animalesses are the pride's primary hunters and leaders, and they raise their cubs communally.",lion,42.0
